Source_Account,Destination_Account,Amount_IDR,Timestamp
5872061985,1231905092,"Rp 463.954.520",2026-05-25T10:00:00Z
7990603031,7860346624,"Rp 365.332.582",2026-05-25T10:00:00Z
2803694792,3857050381,"Rp 391.259.084",2026-05-25T10:00:00Z
8997926148,5997299417,"Rp 497.873.619",2026-05-25T10:00:00Z
4534563915,1839591237,"Rp 451.484.231",2026-05-25T10:00:00Z
6628032380,7918931631,"Rp 517.410.233",2026-05-25T10:00:00Z
7578042491,8263755638,"Rp 357.625.335",2026-05-25T10:00:00Z
6503894709,1627298345,"Rp 541.788.351",2026-05-25T10:00:00Z
6917868155,4735868275,"Rp 284.381.474",2026-05-25T10:00:00Z
7812143432,5982834131,"Rp 246.734.150",2026-05-25T10:00:00Z
6043366108,5578951242,"Rp 555.835.202",2026-05-25T10:00:00Z
9442419468,9153188137,"Rp 203.322.578",2026-05-25T10:00:00Z
3446717295,9483650994,"Rp 311.967.139",2026-05-25T10:00:00Z
3648552706,9290620161,"Rp 447.429.753",2026-05-25T10:00:00Z
4428017245,8852210426,"Rp 188.239.285",2026-05-25T10:00:00Z
8635567456,4963851221,"Rp 459.063.508",2026-05-25T10:00:00Z
6594662283,5257254968,"Rp 532.291.236",2026-05-25T10:00:00Z
5021786379,2449387202,"Rp 385.190.370",2026-05-25T10:00:00Z
8169836126,5636243832,"Rp 380.300.428",2026-05-25T10:00:00Z
6528570464,4424833075,"Rp 207.150.822",2026-05-25T10:00:00Z
9916765020,1131676088,"Rp 593.252.337",2026-05-25T10:00:00Z
1432881521,4454890884,"Rp 533.085.449",2026-05-25T10:00:00Z
9482841691,3206983643,"Rp 143.333.081",2026-05-25T10:00:00Z
1260475614,7254321677,"Rp 552.856.013",2026-05-25T10:00:00Z
5289634694,5933296312,"Rp 399.031.805",2026-05-25T10:00:00Z
9416752727,7002013466,"Rp 226.564.783",2026-05-25T10:00:00Z
4581539525,3825281465,"Rp 109.766.474",2026-05-25T10:00:00Z
8334059561,9393916556,"Rp 332.459.858",2026-05-25T10:00:00Z
9103564186,4520735989,"Rp 246.591.154",2026-05-25T10:00:00Z
7949159630,5532135940,"Rp 403.318.387",2026-05-25T10:00:00Z
1020280924,8532690477,"Rp 444.781.277",2026-05-25T10:00:00Z
5208045980,2617671210,"Rp 350.948.568",2026-05-25T10:00:00Z
3785149335,3349166874,"Rp 201.670.588",2026-05-25T10:00:00Z
6389531154,2955101133,"Rp 590.727.720",2026-05-25T10:00:00Z
6995326493,9215310706,"Rp 510.667.686",2026-05-25T10:00:00Z
5532820670,1654069475,"Rp 345.552.733",2026-05-25T10:00:00Z
5524315661,9821729922,"Rp 234.284.784",2026-05-25T10:00:00Z
8547088638,9138504944,"Rp 274.247.690",2026-05-25T10:00:00Z
9089727922,8626243158,"Rp 567.340.163",2026-05-25T10:00:00Z
8535494164,2861621250,"Rp 440.828.452",2026-05-25T10:00:00Z
1387779483,6800146358,"Rp 387.295.745",2026-05-25T10:00:00Z
9548582610,1602853074,"Rp 179.216.273",2026-05-25T10:00:00Z
8227875502,8378040852,"Rp 406.405.871",2026-05-25T10:00:00Z
4231892591,5013717223,"Rp 443.835.453",2026-05-25T10:00:00Z
8104278145,2794080707,"Rp 386.119.862",2026-05-25T10:00:00Z
6437651192,6163216816,"Rp 554.949.204",2026-05-25T10:00:00Z
7578544311,3090033182,"Rp 410.306.286",2026-05-25T10:00:00Z
2306149236,6991934518,"Rp 250.697.279",2026-05-25T10:00:00Z
7641960540,9999493302,"Rp 588.745.716",2026-05-25T10:00:00Z
1647202606,4561325648,"Rp 288.875.564",2026-05-25T10:00:00Z
1210592879,4427456290,"Rp 433.818.368",2026-05-25T10:00:00Z
3738167494,8380061248,"Rp 212.894.914",2026-05-25T10:00:00Z
9028500734,3044177900,"Rp 209.931.507",2026-05-25T10:00:00Z
6250472833,9130971505,"Rp 503.063.718",2026-05-25T10:00:00Z
9404987294,1116561370,"Rp 596.256.145",2026-05-25T10:00:00Z
1826124601,3789859725,"Rp 545.604.385",2026-05-25T10:00:00Z
9763637422,2980094047,"Rp 432.281.288",2026-05-25T10:00:00Z
1986619897,7679980279,"Rp 228.429.800",2026-05-25T10:00:00Z
7426100156,6321080370,"Rp 346.353.617",2026-05-25T10:00:00Z
4739068074,7911569136,"Rp 583.046.820",2026-05-25T10:00:00Z
4045044645,3134867424,"Rp 482.177.139",2026-05-25T10:00:00Z
3950285121,9185426453,"Rp 518.308.406",2026-05-25T10:00:00Z
7432139725,3334971755,"Rp 408.611.520",2026-05-25T10:00:00Z
9822055718,7280388219,"Rp 256.653.323",2026-05-25T10:00:00Z
2636898268,4271251263,"Rp 273.246.745",2026-05-25T10:00:00Z
4675553460,3441895129,"Rp 140.170.872",2026-05-25T10:00:00Z
9755115712,9770016607,"Rp 571.637.955",2026-05-25T10:00:00Z
7827855663,8070164077,"Rp 365.012.295",2026-05-25T10:00:00Z
8599523205,7694165473,"Rp 141.514.403",2026-05-25T10:00:00Z
8911571080,4529289705,"Rp 554.412.255",2026-05-25T10:00:00Z
9041493810,1045515073,"Rp 588.994.449",2026-05-25T10:00:00Z
2084299570,1505151673,"Rp 312.524.803",2026-05-25T10:00:00Z
9091891040,2003066815,"Rp 573.600.976",2026-05-25T10:00:00Z
8263358012,7359475670,"Rp 371.704.998",2026-05-25T10:00:00Z
3482218260,5944800525,"Rp 555.577.646",2026-05-25T10:00:00Z
6408414396,7527543631,"Rp 356.799.178",2026-05-25T10:00:00Z
3952179786,8422948630,"Rp 141.867.506",2026-05-25T10:00:00Z
2568174201,8285749087,"Rp 452.026.832",2026-05-25T10:00:00Z
6712009841,1655556364,"Rp 290.912.396",2026-05-25T10:00:00Z
7383905142,6942551449,"Rp 341.657.602",2026-05-25T10:00:00Z
8064098207,9792902268,"Rp 534.359.655",2026-05-25T10:00:00Z
2412832029,6150927661,"Rp 208.066.798",2026-05-25T10:00:00Z
9242502779,9509696569,"Rp 292.979.624",2026-05-25T10:00:00Z
2870152940,7667644040,"Rp 174.334.933",2026-05-25T10:00:00Z
6844348823,7230113761,"Rp 569.664.601",2026-05-25T10:00:00Z
9627723235,7873443417,"Rp 436.601.777",2026-05-25T10:00:00Z
5399787332,1217869147,"Rp 460.511.097",2026-05-25T10:00:00Z
1399706120,6828377663,"Rp 143.243.672",2026-05-25T10:00:00Z
1996032563,7889323344,"Rp 153.576.869",2026-05-25T10:00:00Z
7854220700,7285149351,"Rp 464.986.204",2026-05-25T10:00:00Z
7334999376,5648964880,"Rp 297.217.946",2026-05-25T10:00:00Z
3125708896,4140851295,"Rp 576.164.803",2026-05-25T10:00:00Z
3613084199,5834101120,"Rp 138.072.255",2026-05-25T10:00:00Z
1771205033,8604229261,"Rp 437.371.494",2026-05-25T10:00:00Z
7053446691,2695158959,"Rp 206.976.269",2026-05-25T10:00:00Z
6307480490,7049277999,"Rp 590.409.279",2026-05-25T10:00:00Z
8943197213,5059241944,"Rp 172.321.660",2026-05-25T10:00:00Z
8662298144,3321606067,"Rp 183.738.310",2026-05-25T10:00:00Z
5276794645,5475831932,"Rp 467.933.699",2026-05-25T10:00:00Z
2171641327,3826016125,"Rp 350.338.347",2026-05-25T10:00:00Z
2911678290,2015458597,"Rp 181.489.941",2026-05-25T10:00:00Z
5153278064,6533536915,"Rp 508.802.865",2026-05-25T10:00:00Z
5726541555,5081078521,"Rp 138.398.562",2026-05-25T10:00:00Z
6038451174,7190065398,"Rp 174.074.974",2026-05-25T10:00:00Z
9766840701,4247946056,"Rp 352.248.789",2026-05-25T10:00:00Z
1793337552,3715609092,"Rp 341.096.309",2026-05-25T10:00:00Z
8486206516,4113489049,"Rp 437.774.453",2026-05-25T10:00:00Z
7022675707,1008730889,"Rp 311.083.881",2026-05-25T10:00:00Z
6402721770,3573045143,"Rp 203.925.026",2026-05-25T10:00:00Z
8677246985,6903742914,"Rp 239.750.635",2026-05-25T10:00:00Z
9437869190,4591767405,"Rp 247.530.389",2026-05-25T10:00:00Z
1608491699,8977477391,"Rp 181.113.919",2026-05-25T10:00:00Z
9999311544,7669252698,"Rp 250.693.222",2026-05-25T10:00:00Z
